Tweet_Text,class,polarity
"  My People Let's Soro Soke! Let's make this man famous! Retweet till we get his name , phone number and get him prosecuted! ",negative,0.78125
I am just tired. When will this stop?,negative,-0.4
May God Punish them all,negative,0.0
This ppl are fooling them selves oo if not for this protest tell will you find ever find out about all those warehouse wit ,negative,0.0
Let s get these to trend again. Please  and comment,positive,0.0
God bless him,positive,0.0
"  This is not a ojuelegba or Mushin.  This is Alausa, Ikeja. peaceful protest with vibes     ",negative,0.25
Charcoal calling pot black... Oga y'all are the same... You're just speaking out now cos you're no lon  ,negative,-0.08333333333333333
Looting took more than 5hours No phone calls was made No police came to their rescueI'm I the only one who thinks apar ,negative,0.25
Please help me retweet new Party (YDP) Youth Democratic PartyPlease let join hand together Nigerian we stand Please he ,positive,0.13636363636363635
Looting took more than 5hours No phone calls was made No police came to their rescueI'm I the only one who th  ,negative,0.25
" I will be dropping this in every tweet, we deserve a better Nigeria. Join me in the online protest  ",positive,0.5
This ppl are fooling them selves oo if not for this protest tell will you find ever find out about all those wareho ,negative,0.0
Omo hear me out What if we start a gofundme and we hire like Russian Assassins? Or idk the Expendables to just kil ,negative,0.0
All those Aides and Advisers who cropped and edited Pres Buhari's broadcast so much that it lost it's message and s  ,negative,0.2
Thanks for all the prayers we still standing strong !!!,positive,0.5231770833333332
You get Mouth babeCuppy | Florence | Dangote |,positive,0.0
"  Since they made suffering a norm, we would make peaceful protests a norm till they act right.",negative,0.26785714285714285
Thanks for all the prayers we still standing strong !!!,positive,0.5231770833333332
The difference between SARS and SWAT. Werey dey disguise!,negative,0.0
na person wey join trend  na im go chop free data,neutral,0.4
No going back,positive,0.0
We are here to show solidarity with our owners and also protect them from external aggression.Na thug wen wan disrupt ,positive,-0.1
They sent thugs!,negative,0.0
"    I will be dropping this in every tweet, we deserve a better Nigeria. Join me in the online protes ",positive,0.5
What do we really want ?,neutral,0.2
"  hello everyone kindly if you don't mined to add me on twitter back , and fallow me to discover the outstanding events &amp; we ",positive,0.3666666666666667
SARS don dey operate again?This time with brutal strategy?Planting a pistol in someone's car?Taking his possessi ,negative,-0.875
"hello everyone kindly if you don't mined to add me on twitter back , and fallow me to discover the outstanding even  ",positive,0.3666666666666667
"  Pro Sars and Hausa boys attacking peaceful protesters in Berger currently! Some people are bleeding, they need ambulance ",negative,0.125
Why nations fail.,positive,-0.5
" you re a disgrace to Christianity boy and wait, YOU ARE A BASTARD TOO!!!   ",negative,0.0
Join me in the online protest Just Retweet aggressively and follow too. If you love nigeria y ,positive,0.5
"   I will be dropping this in every tweet, we deserve a better Nigeria. Join me in the online protest",positive,0.5
"   Fear not, God is with us, it's our time.After the fall of the Berlin Wall, the Germans smiled in victory a ",positive,0.6
"Never seen it this way before, no single soul... Curfew in Calabar, life and properties threatened by hoodlums... G  ",negative,0.03571428571428571
The New OBA of Lagos said he will choose his Cabinet Members on Monday  October 26th 2020,positive,0.13636363636363635
Did you see a video of some girls in ilorin jubilating because they looted wine from ShopRite.And I'm very confus  ,negative,0.2
Your problems keep increasing because you share it more to people that your good times,negative,0.6
Your problems keep increasing because you share it more to people that your good times,negative,0.6
Last month was bbn laycon won!2 weeks ago was protestFew days ago was the 12minutes speech Today laycon com onli ,neutral,0.0
Hey! Please all those who looted spaghetti in the  looting ceremony. Kindly return it please it was meant f ,negative,0.6
The New OBA of Lagos said he will choose his Cabinet Members on Monday  October 26th 2020,positive,0.13636363636363635
Pray for   Its has been a bigest problem under the situation which nigerians getswe us observer ,negative,0.0
My people wetin be the update now? ,neutral,0.0
I don't want to be better than everyone ... I want us to better together to make Nigeria proud,negative,0.6
May we all retweet and pray for Congo because,positive,0.0
See these fools! People dey fight for freedom from criminal politicians u dey there dey fight each other for them ,negative,-0.2625
Nigerians react after Minister of Humanitarian Affairs announced plans to empower 700 women wi ,positive,0.0
"Covid19 palliatives warehouse of Gombe State was discovered Location: Maiduguri road BCJA, NEMA Store,But securit  ",positive,0.0
That reminds you of   and all..You just have to stay sane so the death of the past heroes won't be i  ,positive,-0.25
"   inviting you to join Earn2Flex, a site that lets you earn money with social media. I just earned $25 ",positive,0.03333333333333333
May we all retweet and pray for Congo because,positive,0.0
If our governors Can hide indomie from us what did you think about employment,negative,0.0
  God bless you  i wil never regret stanning you fl ! You tweeted  My people need me  some people are against it thi ,positive,0.0
You're asking for Hospitals from Govt that cannot give you indomie that is yours,negative,0.0
See these fools! People dey fight for freedom from criminal politicians u dey there dey fight each other for them   ,negative,-0.2625
"  Covid19 palliatives warehouse of Gombe State was discovered Location: Maiduguri road Bisije NEMA Store,But security wer ",positive,0.0
"Covid19 palliatives warehouse of Gombe State was discovered Location: Maiduguri road Bisije NEMA Store,But securi  ",positive,0.0
" inviting you to join Earn2Flex, a site that lets you earn money with social media. I just e  ",positive,0.03333333333333333
"  You cannot miss this one, and don't forget to subscribe. If you want to buy/sell a property ",positive,0.0
I'm raising money for Under represented community coding boot camp    . Click to Donate: ,positive,0.0
Congratulations to the movie NIGERIA..... Nigeria is  the most scary movie I've seen this year. Soon it will be mos  ,positive,0.0
Nigeria my country You day fin babe and you no get  money the most painful part is that you pass your boundar ,negative,-0.09999999999999998
"In Taraba, somebody carted away a whole city.      ",negative,0.2
The next hit will be Nigeria customs warehouse.,negative,0.0
"Hypocrisy of the north. Hunger dey, dem dey  Wereys don taya to disguise. ",negative,0.0
...leave the unpatriotic  looters hunting up and down for government food storage facilities  and using the instrumen ,negative,-0.15555555555555559
"Arewa Youth, how market? Una nor do   again? So hunger dey beat una reach like this? See looting abeg. Una  ",negative,0.0
Lekki shop rite down me that was planing to shot some scene of my music video but now is dowm,negative,-0.15555555555555559
Nigerian police arresting it's on thugs.,negative,0.0
The future generations is here with us..  they f**ked with the wrong Generation,negative,-0.25
"  These are the  protesters, Why arresting them?",neutral,0.0
" While the looting continues around the country by the  demonstrators, the government keep watching the events.",negative,0.0
Carefully listen to their conversation: how Osun Governor arrange thugs to vandalize peaceful protesters and their properties. ,negative,0.075
They are killing us with the power we put in their hands If I blow up I drop the song  ,negative,0.0
These what is happening now at yola Adamawa state Nigeria. These are covid19 food items what suppose to be distributed to t ,negative,0.0
Only shopping malls get looted during violence. The bookshops remain untou(r)ched.Looters don't readReaders don't ,negative,0.0
Britain: Time to unbundle the Nigerian contraption,negative,0.0
These what is happening now at yola Adamawa state Nigeria. These are covid19 food items what suppose to be distribu ,negative,0.0
Stop voting oldmen to power u say small chop chop u dey like now listen  to this old man message to the world ,negative,-0.075
Only shopping malls get looted during violence.   The bookshops remain untouched!!!  Looters don't read andRe ,negative,0.0
Dey don create fear for Lagos protesters ooo ,negative,0.0
"  Don't change the narrative Biko,   ",positive,0.0
"Zai dauki matsakaicin dan Najeriya shekaru 1,638 kafin su samu albashin sanatoci kowane wata Ban taba ganin irin w  ",neutral,0.0
"  After weeks of protesting and letting out our voices for a better change, is looting part of our government plan to  get u ",negative,0.5
Yes! Always remember that this move is for the whole of Africa. We need to create a better Police for all . ,positive,0.35
"After weeks of protesting and letting out our voices for a better change, is looting part of our government plan to  ",negative,0.5
This is the time all the musicians in Nigeria  should also use their music to ask questions about the killings at l ,positive,0.0
After the rain comes the sunshine! Nigerian government will feel the wrath of God.,negative,0.0
That's their strategy. To leave us in the hands of We say  we mean,neutral,-0.3125
The  really went a long way the power of social media Nigeria took upon   and a lot happened.,positive,0.061111111111111116
"  A situation where  protesters in abuja were inciting/threatening violence, and were given wide media coverage and st ",negative,-0.1
"See a new Nigeria  , I see a new Nigeria. I see the lord passing through our land and a New Nigeria shall emerge  ",positive,0.13636363636363635
